alpha,500,1000,2000
0.020,1.000,1.000,1.000
0.040,1.000,1.000,1.000
0.060,1.000,1.000,1.000
0.080,0.999,1.000,1.000
0.100,0.999,0.998,0.998
0.120,0.995,0.992,0.993
0.140,0.956,0.932,0.927
0.160,0.926,0.711,0.616
0.180,0.579,0.495,0.339
0.200,0.520,0.346,0.311
